,availability,location,total_sqft,bath,price,bhk,loction
8761,Ready To Move,Whitefield,1755.0,3.0,101.0,3,Whitefield
8762,Ready To Move,Whitefield,1608.0,2.0,63.0,3,Whitefield
8763,Ready To Move,Whitefield,2225.0,3.0,149.0,3,Whitefield
8764,Ready To Move,Whitefield,1250.0,2.0,82.0,2,Whitefield
8765,18-Dec,Whitefield,1495.0,2.0,61.28,3,Whitefield
8766,Ready To Move,Whitefield,605.0,1.0,40.0,1,Whitefield
8767,18-Aug,Whitefield,1185.0,2.0,41.0,2,Whitefield
8768,18-Nov,Whitefield,1200.0,3.0,56.58,3,Whitefield
8769,18-Apr,Whitefield,2210.0,3.0,156.0,3,Whitefield
8770,20-Dec,Whitefield,1173.0,2.0,78.2,2,Whitefield
8771,18-Feb,Whitefield,1740.0,4.0,130.0,3,Whitefield
8772,18-Dec,Whitefield,1216.0,2.0,75.0,2,Whitefield
8773,Ready To Move,Whitefield,1060.0,2.0,35.0,2,Whitefield
8774,18-Mar,Whitefield,1655.0,3.0,120.0,3,Whitefield
8775,18-Apr,Whitefield,4003.0,6.0,300.0,4,Whitefield
8776,Ready To Move,Whitefield,1125.0,2.0,45.0,2,Whitefield
8777,Ready To Move,Whitefield,1180.0,2.0,70.0,2,Whitefield
8778,Ready To Move,Whitefield,1280.0,2.0,69.0,2,Whitefield
8779,Ready To Move,Whitefield,2023.0,4.0,130.0,3,Whitefield
8780,18-Dec,Whitefield,2134.0,4.0,118.0,3,Whitefield
8781,Ready To Move,Whitefield,1458.0,2.0,62.0,3,Whitefield
8782,Ready To Move,Whitefield,1808.0,4.0,80.0,3,Whitefield
8783,18-Jul,Whitefield,905.0,1.0,60.0,1,Whitefield
8784,Ready To Move,Whitefield,1537.0,2.0,70.0,3,Whitefield
8785,Ready To Move,Whitefield,1186.0,2.0,55.0,2,Whitefield
8786,Ready To Move,Whitefield,1806.0,3.0,85.0,3,Whitefield
8787,Ready To Move,Whitefield,1109.0,2.0,35.22,2,Whitefield
8788,18-Oct,Whitefield,1216.0,2.0,67.0,2,Whitefield
8789,Ready To Move,Whitefield,1452.0,3.0,90.0,3,Whitefield
8790,Ready To Move,Whitefield,2850.0,5.0,240.0,4,Whitefield
8791,Ready To Move,Whitefield,1150.0,2.0,55.0,2,Whitefield
8792,18-Dec,Whitefield,1600.0,3.0,69.0,3,Whitefield
8793,18-Dec,Whitefield,2830.0,5.0,190.0,4,Whitefield
8794,Ready To Move,Whitefield,1295.0,2.0,78.5,2,Whitefield
8795,20-Dec,Whitefield,840.0,1.0,57.6,1,Whitefield
8796,20-Dec,Whitefield,640.0,1.0,19.83,1,Whitefield
8797,18-Dec,Whitefield,1991.0,3.0,104.0,3,Whitefield
8798,Ready To Move,Whitefield,1190.0,2.0,41.0,2,Whitefield
8799,Ready To Move,Whitefield,1109.0,2.0,35.47,2,Whitefield
8800,Ready To Move,Whitefield,5200.0,5.0,242.0,4,Whitefield
8801,18-Jun,Whitefield,1655.0,3.0,97.0,3,Whitefield
8802,Ready To Move,Whitefield,1850.0,3.0,150.0,3,Whitefield
8803,18-Sep,Whitefield,1200.0,3.0,67.77,3,Whitefield
8804,Ready To Move,Whitefield,1290.0,2.0,90.0,2,Whitefield
8805,18-Dec,Whitefield,1200.0,2.0,45.0,2,Whitefield
8806,Ready To Move,Whitefield,1140.0,2.0,40.0,2,Whitefield
8807,18-Apr,Whitefield,1216.0,2.0,75.0,2,Whitefield
8808,21-Dec,Whitefield,1356.0,2.0,94.84,2,Whitefield
8809,20-Dec,Whitefield,1338.0,2.0,103.0,2,Whitefield
8810,Ready To Move,Whitefield,1115.0,2.0,55.0,2,Whitefield
8811,Ready To Move,Whitefield,1870.0,3.0,90.0,3,Whitefield
8812,Ready To Move,Whitefield,3450.0,4.0,208.0,3,Whitefield
8813,Ready To Move,Whitefield,1105.0,2.0,35.36,2,Whitefield
8814,18-Sep,Whitefield,1074.0,2.0,42.79,2,Whitefield
8815,Ready To Move,Whitefield,1100.0,2.0,52.0,2,Whitefield
8816,Ready To Move,Whitefield,1267.0,2.0,90.33,2,Whitefield
8817,18-Nov,Whitefield,2400.0,4.0,143.0,4,Whitefield
8818,Ready To Move,Whitefield,1836.0,3.0,125.0,3,Whitefield
8819,Ready To Move,Whitefield,1197.0,2.0,50.0,2,Whitefield
8820,19-Dec,Whitefield,3596.0,3.0,200.0,3,Whitefield
8821,Ready To Move,Whitefield,1275.0,2.0,65.0,3,Whitefield
8822,Ready To Move,Whitefield,1155.0,2.0,39.0,2,Whitefield
8823,Ready To Move,Whitefield,1141.0,2.0,62.0,2,Whitefield
8824,19-Mar,Whitefield,1216.0,2.0,82.0,2,Whitefield
8825,Ready To Move,Whitefield,1495.0,3.0,88.0,2,Whitefield
8826,20-Dec,Whitefield,1564.0,3.0,103.0,3,Whitefield
8827,Ready To Move,Whitefield,1585.0,3.0,84.0,3,Whitefield
8828,18-Jul,Whitefield,1200.0,3.0,56.0,3,Whitefield
8829,Ready To Move,Whitefield,1140.0,2.0,50.0,2,Whitefield
8830,18-Dec,Whitefield,1558.0,3.0,90.0,3,Whitefield
8831,18-Dec,Whitefield,1216.0,2.0,75.0,2,Whitefield
8832,Ready To Move,Whitefield,1227.0,2.0,70.0,2,Whitefield
8833,Ready To Move,Whitefield,1704.0,3.0,120.0,3,Whitefield
8834,18-Dec,Whitefield,1495.0,2.0,60.55,3,Whitefield
8835,19-Oct,Whitefield,1256.0,2.0,73.0,2,Whitefield
8836,18-Jul,Whitefield,1195.0,2.0,62.38,2,Whitefield
8837,Ready To Move,Whitefield,1770.0,4.0,68.0,3,Whitefield
8838,Ready To Move,Whitefield,1300.0,2.0,78.0,2,Whitefield
8839,Ready To Move,Whitefield,1570.0,3.0,88.0,3,Whitefield
8840,18-Dec,Whitefield,1216.0,2.0,84.03,2,Whitefield
8841,Ready To Move,Whitefield,1240.0,2.0,70.0,2,Whitefield
8842,18-Mar,Whitefield,1216.0,2.0,72.5,2,Whitefield
8843,Ready To Move,Whitefield,1215.0,2.0,40.0,2,Whitefield
8844,Ready To Move,Whitefield,2025.0,4.0,115.0,3,Whitefield
8845,18-Dec,Whitefield,1346.0,2.0,100.0,3,Whitefield
8846,Ready To Move,Whitefield,1020.0,2.0,45.0,2,Whitefield
8847,20-Dec,Whitefield,935.0,2.0,32.72,2,Whitefield
8848,Ready To Move,Whitefield,1024.0,2.0,32.0,2,Whitefield
8849,Ready To Move,Whitefield,2990.0,3.0,198.0,4,Whitefield
8850,Ready To Move,Whitefield,1600.0,3.0,69.1,3,Whitefield
8851,Ready To Move,Whitefield,1205.0,2.0,58.0,2,Whitefield
8852,Ready To Move,Whitefield,1720.0,3.0,98.97,3,Whitefield
8853,Ready To Move,Whitefield,1600.0,3.0,95.0,3,Whitefield
8854,Ready To Move,Whitefield,1655.0,3.0,108.0,3,Whitefield
8855,Ready To Move,Whitefield,1740.0,3.0,95.0,3,Whitefield
8856,Ready To Move,Whitefield,1200.0,3.0,56.72,3,Whitefield
8857,19-Dec,Whitefield,1350.0,2.0,88.0,2,Whitefield
8858,Ready To Move,Whitefield,1030.0,2.0,44.0,2,Whitefield
8859,19-Mar,Whitefield,1216.0,2.0,80.0,2,Whitefield
8860,Ready To Move,Whitefield,2900.0,4.0,225.0,4,Whitefield
8861,18-Feb,Whitefield,1340.0,2.0,101.0,2,Whitefield
8862,Ready To Move,Whitefield,1190.0,2.0,64.0,2,Whitefield
8863,18-Aug,Whitefield,1500.0,3.0,78.57,3,Whitefield
8864,Ready To Move,Whitefield,1626.0,3.0,85.0,3,Whitefield
8865,19-Jun,Whitefield,1195.0,2.0,61.36,2,Whitefield
8866,Ready To Move,Whitefield,1100.0,2.0,65.0,2,Whitefield
8867,Ready To Move,Whitefield,1100.0,2.0,46.5,2,Whitefield
8868,Ready To Move,Whitefield,1270.0,2.0,65.0,3,Whitefield
8869,18-Jun,Whitefield,3117.0,3.0,261.0,3,Whitefield
8870,18-May,Whitefield,1216.0,2.0,73.0,2,Whitefield
8871,Ready To Move,Whitefield,1135.0,2.0,58.0,2,Whitefield
8872,18-Apr,Whitefield,3150.0,3.0,290.0,3,Whitefield
8873,Ready To Move,Whitefield,1185.0,2.0,56.0,2,Whitefield
8874,18-Dec,Whitefield,2956.0,5.0,234.0,4,Whitefield
8875,Ready To Move,Whitefield,1530.0,3.0,75.0,3,Whitefield
8876,Ready To Move,Whitefield,1015.0,2.0,45.0,2,Whitefield
8877,Ready To Move,Whitefield,1187.0,2.0,38.0,2,Whitefield
8878,Ready To Move,Whitefield,2247.0,3.0,145.0,3,Whitefield
8879,Ready To Move,Whitefield,3940.0,5.0,265.0,4,Whitefield
8880,Ready To Move,Whitefield,1190.0,2.0,59.0,2,Whitefield
8881,Ready To Move,Whitefield,1160.0,2.0,67.0,2,Whitefield
8882,18-Apr,Whitefield,1216.0,2.0,66.88,2,Whitefield
8883,19-Dec,Whitefield,1180.0,2.0,77.0,2,Whitefield
8884,20-Sep,Whitefield,2140.0,3.0,139.0,3,Whitefield
8885,18-Aug,Whitefield,1314.0,2.0,84.0,2,Whitefield
8886,Ready To Move,Whitefield,1530.0,3.0,73.0,3,Whitefield
8887,18-Aug,Whitefield,1160.0,2.0,39.0,2,Whitefield
8888,18-Feb,Whitefield,1012.0,2.0,58.0,2,Whitefield
8889,18-May,Whitefield,1150.0,2.0,40.21,2,Whitefield
8890,Ready To Move,Whitefield,1495.0,2.0,70.0,3,Whitefield
8891,Ready To Move,Whitefield,1340.0,2.0,41.0,2,Whitefield
8892,Ready To Move,Whitefield,1431.0,3.0,85.0,3,Whitefield
8893,19-Dec,Whitefield,524.0,1.0,29.0,1,Whitefield
8894,18-Jun,Whitefield,2830.0,4.0,161.0,4,Whitefield
8895,Ready To Move,Whitefield,2135.0,3.0,149.0,4,Whitefield
8896,18-Aug,Whitefield,2500.0,4.0,100.0,4,Whitefield
8897,Ready To Move,Whitefield,3075.0,2.0,188.0,4,Whitefield
8898,Ready To Move,Whitefield,1760.0,3.0,160.0,3,Whitefield
8899,18-Jul,Whitefield,1655.0,3.0,110.0,3,Whitefield
8900,19-Dec,Whitefield,840.0,1.0,57.0,1,Whitefield
8901,Ready To Move,Whitefield,1725.0,3.0,106.0,3,Whitefield
8902,Ready To Move,Whitefield,1130.0,2.0,36.0,2,Whitefield
8903,18-Dec,Whitefield,1059.0,2.0,57.0,2,Whitefield
8904,Ready To Move,Whitefield,516.0,1.0,39.0,1,Whitefield
8905,Ready To Move,Whitefield,1116.0,2.0,51.91,2,Whitefield
8906,Ready To Move,Whitefield,6000.0,4.0,410.0,4,Whitefield
8907,18-Dec,Whitefield,1639.0,3.0,107.0,3,Whitefield
8908,20-Dec,Whitefield,1820.0,3.0,113.0,3,Whitefield
8909,Ready To Move,Whitefield,1990.0,3.0,98.0,3,Whitefield
8910,19-Oct,Whitefield,3565.0,4.0,218.0,4,Whitefield
8911,18-Feb,Whitefield,3410.0,5.0,253.0,4,Whitefield
8912,Ready To Move,Whitefield,1345.0,3.0,58.0,3,Whitefield
8913,Ready To Move,Whitefield,1205.0,2.0,41.0,2,Whitefield
8914,Ready To Move,Whitefield,4500.0,4.0,330.0,4,Whitefield
8915,Ready To Move,Whitefield,1250.0,2.0,85.0,2,Whitefield
8916,Ready To Move,Whitefield,1115.0,2.0,51.91,2,Whitefield
8917,18-Jun,Whitefield,1277.0,2.0,77.0,2,Whitefield
8918,Ready To Move,Whitefield,1820.0,3.0,140.0,3,Whitefield
8919,Ready To Move,Whitefield,3453.0,4.0,247.0,4,Whitefield
8920,18-Mar,Whitefield,1245.0,2.0,59.76,2,Whitefield
8921,20-Dec,Whitefield,1322.5,3.0,40.985,3,Whitefield
8922,18-Jun,Whitefield,1074.0,2.0,42.8,2,Whitefield
8923,18-Jul,Whitefield,1200.0,2.0,46.13,2,Whitefield
8924,18-Jul,Whitefield,1200.0,2.0,45.84,2,Whitefield
8925,18-Oct,Whitefield,2280.0,4.0,125.0,3,Whitefield
8926,18-Dec,Whitefield,2882.0,5.0,200.0,4,Whitefield
8927,18-Jan,Whitefield,1170.0,2.0,56.0,2,Whitefield
8928,19-Sep,Whitefield,1639.5,3.0,92.63,3,Whitefield
8929,Ready To Move,Whitefield,1390.0,2.0,72.0,2,Whitefield
8930,Ready To Move,Whitefield,1634.0,3.0,68.0,3,Whitefield
8931,Ready To Move,Whitefield,1190.0,2.0,70.0,2,Whitefield
8932,Ready To Move,Whitefield,1105.0,2.0,35.4,2,Whitefield
8933,Ready To Move,Whitefield,1270.0,2.0,94.0,2,Whitefield
8934,Ready To Move,Whitefield,1220.0,2.0,89.0,2,Whitefield
8935,Ready To Move,Whitefield,1116.0,2.0,51.91,2,Whitefield
8936,Ready To Move,Whitefield,1436.0,2.0,62.15,3,Whitefield
8937,19-Jan,Whitefield,3758.0,3.0,300.0,3,Whitefield
8938,Ready To Move,Whitefield,1452.0,2.0,46.29,3,Whitefield
8939,Ready To Move,Whitefield,1370.0,2.0,56.0,2,Whitefield
8940,Ready To Move,Whitefield,1050.0,2.0,43.0,2,Whitefield
8941,18-Apr,Whitefield,1496.0,2.0,71.81,3,Whitefield
8942,18-Jun,Whitefield,1216.0,2.0,72.0,2,Whitefield
8943,17-Dec,Whitefield,1158.0,2.0,55.0,2,Whitefield
8944,Ready To Move,Whitefield,5400.0,5.0,475.0,4,Whitefield
8945,18-Apr,Whitefield,1396.0,3.0,74.0,3,Whitefield
8946,Ready To Move,Whitefield,1175.0,2.0,41.0,2,Whitefield
8947,Ready To Move,Whitefield,1315.0,2.0,55.0,2,Whitefield
8948,Ready To Move,Whitefield,1451.0,2.0,46.4,3,Whitefield
8949,19-Apr,Whitefield,1063.0,2.0,42.52,2,Whitefield
8950,18-Dec,Whitefield,1346.0,2.0,76.01,2,Whitefield
8951,20-Jan,Whitefield,1276.0,2.0,69.5,2,Whitefield
8952,Ready To Move,Whitefield,1317.0,2.0,52.0,2,Whitefield
8953,18-Nov,Whitefield,2858.0,4.0,137.0,4,Whitefield
8954,Ready To Move,Whitefield,1615.0,3.0,96.9,3,Whitefield
8955,Ready To Move,Whitefield,1220.0,2.0,55.0,2,Whitefield
8956,Ready To Move,Whitefield,1116.0,2.0,48.76,2,Whitefield
8957,Ready To Move,Whitefield,1400.0,2.0,56.0,3,Whitefield
8958,Ready To Move,Whitefield,1140.0,2.0,55.0,2,Whitefield
8959,19-Sep,Whitefield,1295.0,2.0,64.5,2,Whitefield
8960,Ready To Move,Whitefield,1200.0,2.0,70.0,2,Whitefield
8961,Ready To Move,Whitefield,1015.0,2.0,56.0,2,Whitefield
8962,Ready To Move,Whitefield,1430.0,3.0,52.0,3,Whitefield
8963,18-Dec,Whitefield,1216.0,2.0,75.0,2,Whitefield
8964,Ready To Move,Whitefield,1010.0,2.0,45.0,3,Whitefield
8965,18-Dec,Whitefield,2321.0,4.0,157.0,3,Whitefield
8966,Ready To Move,Whitefield,1224.0,2.0,75.0,2,Whitefield
8967,19-Mar,Whitefield,1655.0,3.0,113.0,3,Whitefield
8968,Ready To Move,Whitefield,1740.0,3.0,85.0,3,Whitefield
8969,Ready To Move,Whitefield,4144.0,5.0,331.0,5,Whitefield
8970,Ready To Move,Whitefield,925.0,2.0,35.0,2,Whitefield
8971,Ready To Move,Whitefield,1175.0,2.0,50.0,2,Whitefield
8972,18-Dec,Whitefield,1200.0,3.0,67.75,3,Whitefield
8973,Ready To Move,Whitefield,2444.0,4.0,145.0,4,Whitefield
8974,Ready To Move,Whitefield,1270.0,2.0,110.0,2,Whitefield
8975,Ready To Move,Whitefield,1660.0,3.0,110.0,3,Whitefield
8976,Ready To Move,Whitefield,1270.0,2.0,105.0,2,Whitefield
8977,Ready To Move,Whitefield,1315.0,2.0,69.5,2,Whitefield
8978,20-Dec,Whitefield,1173.0,2.0,78.2,2,Whitefield
8979,Ready To Move,Whitefield,1362.0,2.0,85.0,2,Whitefield
8980,20-Aug,Whitefield,955.0,2.0,38.19,2,Whitefield
8981,Ready To Move,Whitefield,1457.0,2.0,105.0,3,Whitefield
8982,18-Feb,Whitefield,1720.0,3.0,128.0,3,Whitefield
8983,18-Dec,Whitefield,1500.0,3.0,61.9,3,Whitefield
8984,Ready To Move,Whitefield,1495.0,2.0,78.0,2,Whitefield
8985,Ready To Move,Whitefield,1270.0,2.0,52.0,2,Whitefield
8986,19-Dec,Whitefield,1564.0,3.0,103.0,3,Whitefield
8987,18-Aug,Whitefield,1240.0,2.0,41.0,2,Whitefield
8988,18-Dec,Whitefield,1500.0,3.0,71.0,3,Whitefield
8989,Ready To Move,Whitefield,1404.0,2.0,59.0,3,Whitefield
8990,18-Dec,Whitefield,1639.0,3.0,107.0,3,Whitefield
8991,Ready To Move,Whitefield,1760.0,3.0,139.0,3,Whitefield
8992,18-Dec,Whitefield,613.0,1.0,48.0,1,Whitefield
8993,Ready To Move,Whitefield,1730.0,3.0,125.0,3,Whitefield
8994,Ready To Move,Whitefield,1453.0,2.0,58.0,3,Whitefield
8995,19-Dec,Whitefield,877.0,1.0,59.0,1,Whitefield
8996,18-Dec,Whitefield,2856.0,5.0,154.5,4,Whitefield
8998,Ready To Move,"Whitefield,",1300.0,2.0,58.0,2,other
8999,Ready To Move,Wilson Garden,1125.0,2.0,75.0,2,other
9000,Ready To Move,Wilson Garden,735.0,1.0,75.0,1,other
9001,Ready To Move,Wilson Garden,1655.0,3.0,155.0,3,other
9002,Ready To Move,Wilson Garden,1680.0,3.0,135.0,3,other
9003,18-Jun,Yarandahalli,1015.0,2.0,40.1,2,other
9005,Ready To Move,Yelachenahalli,1464.0,2.0,105.0,3,Yelachenahalli
9006,16-Dec,Yelachenahalli,2400.0,1.0,150.0,2,Yelachenahalli
9007,Ready To Move,Yelachenahalli,1700.0,3.0,130.0,3,Yelachenahalli
9008,Ready To Move,Yelachenahalli,1080.0,2.0,55.0,2,Yelachenahalli
9009,Ready To Move,Yelachenahalli,1400.0,2.0,78.0,2,Yelachenahalli
9010,Ready To Move,Yelachenahalli,1330.0,3.0,73.5,3,Yelachenahalli
9011,Ready To Move,Yelachenahalli,800.0,1.0,30.0,2,Yelachenahalli
9012,Ready To Move,Yelachenahalli,1100.0,2.0,60.0,2,Yelachenahalli
9013,Ready To Move,Yelachenahalli,1365.0,2.0,72.0,3,Yelachenahalli
9014,Ready To Move,Yelachenahalli,1103.0,2.0,55.0,2,Yelachenahalli
9015,Ready To Move,Yelachenahalli,1000.0,2.0,50.0,2,Yelachenahalli
9016,Ready To Move,Yelahanka,1600.0,2.0,75.0,3,Yelahanka
9017,19-Mar,Yelahanka,1326.0,2.0,78.0,2,Yelahanka
9018,Ready To Move,Yelahanka,1282.0,2.0,48.7,3,Yelahanka
9019,18-Apr,Yelahanka,1350.0,2.0,55.55,2,Yelahanka
9020,Ready To Move,Yelahanka,1035.0,2.0,45.0,2,Yelahanka
9021,Ready To Move,Yelahanka,1350.0,2.0,54.0,2,Yelahanka
9022,Ready To Move,Yelahanka,1132.5,2.0,48.13,2,Yelahanka
9023,Ready To Move,Yelahanka,1210.0,2.0,45.98,2,Yelahanka
9024,Ready To Move,Yelahanka,1705.0,3.0,95.0,3,Yelahanka
9025,Ready To Move,Yelahanka,1234.0,2.0,80.0,2,Yelahanka
9026,Ready To Move,Yelahanka,1315.0,2.0,85.0,2,Yelahanka
9027,Ready To Move,Yelahanka,1170.0,2.0,62.5,2,Yelahanka
9028,20-Dec,Yelahanka,1450.0,3.0,65.255,3,Yelahanka
9029,17-Nov,Yelahanka,697.0,1.0,45.0,1,Yelahanka
9030,Ready To Move,Yelahanka,1120.0,2.0,55.0,2,Yelahanka
9031,18-Jun,Yelahanka,1662.0,2.0,67.98,3,Yelahanka
9032,Ready To Move,Yelahanka,2195.0,4.0,127.0,3,Yelahanka
9033,Ready To Move,Yelahanka,1075.0,2.0,51.5,2,Yelahanka
9034,Ready To Move,Yelahanka,1614.0,3.0,95.0,3,Yelahanka
9035,Ready To Move,Yelahanka,1381.0,2.0,52.48,3,Yelahanka
9036,Ready To Move,Yelahanka,628.0,1.0,24.0,1,Yelahanka
9037,Ready To Move,Yelahanka,890.0,2.0,40.0,2,Yelahanka
9038,Ready To Move,Yelahanka,1815.0,3.0,82.0,3,Yelahanka
9039,Ready To Move,Yelahanka,654.0,1.0,38.4,1,Yelahanka
9040,Ready To Move,Yelahanka,1150.0,2.0,46.0,2,Yelahanka
9041,Ready To Move,Yelahanka,1705.0,3.0,74.16,3,Yelahanka
9042,19-Jun,Yelahanka,3461.0,2.0,173.0,4,Yelahanka
9043,Ready To Move,Yelahanka,3042.0,4.0,131.0,4,Yelahanka
9044,Ready To Move,Yelahanka,1065.0,2.0,40.84,2,Yelahanka
9045,Ready To Move,Yelahanka,1036.0,2.0,39.35,2,Yelahanka
9046,Ready To Move,Yelahanka,1300.0,2.0,65.0,2,Yelahanka
9047,18-Mar,Yelahanka,1825.0,3.0,105.0,3,Yelahanka
9048,Ready To Move,Yelahanka,1603.0,3.0,96.0,3,Yelahanka
9049,18-May,Yelahanka,1304.0,2.0,79.0,2,Yelahanka
9050,Ready To Move,Yelahanka,1455.0,3.0,61.5,3,Yelahanka
9051,Ready To Move,Yelahanka,1180.0,2.0,42.0,2,Yelahanka
9052,19-Mar,Yelahanka,1616.0,3.0,65.0,3,Yelahanka
9053,Ready To Move,Yelahanka,915.0,2.0,48.0,2,Yelahanka
9054,21-Dec,Yelahanka,1026.0,2.0,41.0,2,Yelahanka
9055,21-Mar,Yelahanka,1517.0,3.0,76.3,3,Yelahanka
9056,Ready To Move,Yelahanka,2912.5,6.0,125.5,4,Yelahanka
9057,Ready To Move,Yelahanka,600.0,2.0,27.0,2,Yelahanka
9058,Ready To Move,Yelahanka,1274.0,2.0,48.42,2,Yelahanka
9059,Ready To Move,Yelahanka,1327.0,2.0,85.0,2,Yelahanka
9060,Ready To Move,Yelahanka,1371.0,2.0,65.0,3,Yelahanka
9061,Ready To Move,Yelahanka,1712.0,3.0,82.0,3,Yelahanka
9062,Ready To Move,Yelahanka,1566.0,3.0,97.0,3,Yelahanka
9063,Ready To Move,Yelahanka,1180.0,3.0,55.0,3,Yelahanka
9064,Ready To Move,Yelahanka,1270.0,2.0,78.0,2,Yelahanka
9065,19-Dec,Yelahanka,1400.0,2.0,80.54,3,Yelahanka
9066,Ready To Move,Yelahanka,1391.0,2.0,64.5,3,Yelahanka
9067,Ready To Move,Yelahanka,1322.0,2.0,86.0,2,Yelahanka
9068,Ready To Move,Yelahanka,1100.0,2.0,70.0,2,Yelahanka
9069,Ready To Move,Yelahanka,1200.0,2.0,70.0,2,Yelahanka
9070,Ready To Move,Yelahanka,1326.0,2.0,57.0,2,Yelahanka
9071,Ready To Move,Yelahanka,4000.0,5.0,220.0,5,Yelahanka
9072,Ready To Move,Yelahanka,2675.0,4.0,140.0,4,Yelahanka
9073,Ready To Move,Yelahanka,1500.0,2.0,63.0,3,Yelahanka
9074,18-Apr,Yelahanka,654.0,1.0,37.0,1,Yelahanka
9075,Ready To Move,Yelahanka,1465.0,3.0,80.01,3,Yelahanka
9076,19-Dec,Yelahanka,1721.0,3.0,80.86,3,Yelahanka
9077,Ready To Move,Yelahanka,1060.0,2.0,40.0,2,Yelahanka
9078,Ready To Move,Yelahanka,1226.0,2.0,52.71,2,Yelahanka
9079,Ready To Move,Yelahanka,1692.0,3.0,83.0,3,Yelahanka
9080,19-Jul,Yelahanka,1033.0,2.0,52.58,2,Yelahanka
9081,19-Dec,Yelahanka,1390.0,2.0,65.31,2,Yelahanka
9082,19-Dec,Yelahanka,1040.0,2.0,48.86,2,Yelahanka
9083,Ready To Move,Yelahanka,1345.0,2.0,57.0,3,Yelahanka
9084,18-Mar,Yelahanka,2145.0,3.0,125.0,3,Yelahanka
9085,Ready To Move,Yelahanka,1200.0,2.0,54.0,2,Yelahanka
9086,Ready To Move,Yelahanka,1322.0,2.0,75.0,2,Yelahanka
9087,Ready To Move,Yelahanka,1036.0,2.0,39.37,2,Yelahanka
9088,19-Aug,Yelahanka,1405.0,2.0,50.58,2,Yelahanka
9089,18-May,Yelahanka,602.0,1.0,26.0,1,Yelahanka
9090,Ready To Move,Yelahanka,1100.0,2.0,60.0,2,Yelahanka
9091,Ready To Move,Yelahanka,1614.0,2.0,100.0,3,Yelahanka
9092,18-May,Yelahanka,1890.0,3.0,108.0,3,Yelahanka
9093,Ready To Move,Yelahanka,1556.0,3.0,86.0,3,Yelahanka
9094,Ready To Move,Yelahanka,1610.0,4.0,85.0,3,Yelahanka
9095,Ready To Move,Yelahanka,1075.0,2.0,42.0,3,Yelahanka
9096,Ready To Move,Yelahanka,1484.0,2.0,56.4,3,Yelahanka
9097,19-Dec,Yelahanka,1260.0,2.0,59.2,2,Yelahanka
9098,Ready To Move,Yelahanka,1102.0,2.0,52.0,2,Yelahanka
9099,17-Dec,Yelahanka,1519.0,2.0,65.0,2,Yelahanka
9100,18-Mar,Yelahanka,1859.0,3.0,108.0,3,Yelahanka
9101,Ready To Move,Yelahanka,1050.0,2.0,45.0,2,Yelahanka
9102,Ready To Move,Yelahanka,1322.0,2.0,80.0,2,Yelahanka
9103,Ready To Move,Yelahanka,1285.0,2.0,56.0,2,Yelahanka
9104,Ready To Move,Yelahanka,845.0,2.0,43.0,2,Yelahanka
9105,Ready To Move,Yelahanka,2600.0,4.0,175.0,4,Yelahanka
9106,Ready To Move,Yelahanka,1305.0,2.0,78.0,2,Yelahanka
9107,Ready To Move,Yelahanka,1180.0,2.0,56.0,2,Yelahanka
9108,21-Mar,Yelahanka,1711.0,3.0,85.61,3,Yelahanka
9109,Ready To Move,Yelahanka,1315.0,2.0,75.0,2,Yelahanka
9110,Ready To Move,Yelahanka,3600.0,6.0,200.0,6,Yelahanka
9111,21-Mar,Yelahanka,1390.0,2.0,70.21,2,Yelahanka
9112,Ready To Move,Yelahanka,1614.0,3.0,95.0,3,Yelahanka
9113,Ready To Move,Yelahanka,1650.0,3.0,105.0,3,Yelahanka
9114,Ready To Move,Yelahanka,1200.0,2.0,55.0,2,Yelahanka
9115,Ready To Move,Yelahanka,990.0,2.0,37.62,2,Yelahanka
9116,Ready To Move,Yelahanka,935.0,2.0,35.53,2,Yelahanka
9117,Ready To Move,Yelahanka,1282.0,2.0,48.72,3,Yelahanka
9118,Ready To Move,Yelahanka,3990.0,4.0,260.0,4,Yelahanka
9119,Ready To Move,Yelahanka,1620.0,3.0,90.0,3,Yelahanka
9120,18-Feb,Yelahanka,654.0,1.0,36.25,1,Yelahanka
9121,Ready To Move,Yelahanka,1614.0,3.0,93.0,3,Yelahanka
9122,Ready To Move,Yelahanka,694.0,1.0,30.84,1,Yelahanka
9123,Ready To Move,Yelahanka,1115.0,2.0,60.0,2,Yelahanka
9124,Ready To Move,Yelahanka,2317.0,4.0,140.0,3,Yelahanka
9125,Ready To Move,Yelahanka,1653.0,3.0,93.0,3,Yelahanka
9126,Ready To Move,Yelahanka,654.0,1.0,38.0,1,Yelahanka
9127,Ready To Move,Yelahanka,1633.0,2.0,72.0,2,Yelahanka
9128,Ready To Move,Yelahanka,1445.0,2.0,82.0,2,Yelahanka
9129,15-Aug,Yelahanka,1225.0,2.0,62.0,2,Yelahanka
9130,Ready To Move,Yelahanka,602.0,1.0,38.0,1,Yelahanka
9131,Ready To Move,Yelahanka,697.0,1.0,35.0,1,Yelahanka
9132,Ready To Move,Yelahanka,1065.0,2.0,41.38,2,Yelahanka
9133,21-Mar,Yelahanka,682.0,1.0,36.23,1,Yelahanka
9134,19-Mar,Yelahanka,1023.0,2.0,52.59,2,Yelahanka
9135,Ready To Move,Yelahanka,1560.0,2.0,98.0,3,Yelahanka
9136,Ready To Move,Yelahanka,1780.0,3.0,107.0,3,Yelahanka
